
Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2014-05-16T08:27:14PDT



Main Information Table for Searching NED within 75.000 arcmin of 48.563938, -67.592281



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
4930|MRSS 054-130496| 48.06383 | -68.39803 |G||||17.6r| 49.635|0|0|0|0|0|0|0
4931|MRSS 054-151126| 46.54887 | -67.29702 |G||||18.8r| 49.642|0|0|0|0|0|0|0
4932|GALEXASC J031715.55-682213.3  | 49.31482 | -68.37036 |UvS||||     | 49.646|0|0|4|0|0|0|0
4933|GALEXASC J031940.60-681439.5  | 49.91919 | -68.24433 |UvS||||     | 49.647|0|0|4|0|0|0|0
4934|GALEXASC J030916.39-665508.6  | 47.31832 | -66.91907 |UvS||||     | 49.662|0|0|3|0|0|0|0
4935|MRSS 054-144954| 46.89137 | -68.12888 |G||||19.2r| 49.665|0|0|0|0|0|0|0
4936|GALEXASC J031213.06-682351.9  | 48.05444 | -68.39777 |UvS||||     | 49.668|0|0|4|0|0|0|0
4937|GALEXASC J031111.04-682206.4  | 47.79600 | -68.36847 |UvS||||     | 49.671|0|0|4|0|0|0|0
4938|MRSS 082-036067| 48.93798 | -66.77716 |G||||19.4r| 49.675|0|0|0|0|0|0|0
4939|GALEXASC J031319.63-664609.1  | 48.33183 | -66.76920 |UvS||||     | 49.679|0|0|3|0|0|0|0
4940|MRSS 054-141895| 47.14625 | -68.22598 |G||||19.3r| 49.687|0|0|0|0|0|0|0
4941|MRSS 054-149902| 46.68035 | -67.19000 |G||||19.4r| 49.699|0|0|0|0|0|0|0
4942|MRSS 054-151326| 46.52637 | -67.31622 |G||||19.3r| 49.713|0|0|0|0|0|0|0
4943|GALEXASC J032129.20-680345.4  | 50.37168 | -68.06264 |UvS||||     | 49.717|0|0|4|0|0|0|0
4944|GALEXASC J031816.50-665137.7  | 49.56875 | -66.86048 |UvS||||     | 49.723|0|0|4|0|0|0|0
4945|GALEXASC J031339.13-664556.1  | 48.41308 | -66.76561 |UvS||||     | 49.724|0|0|4|0|0|0|0
4946|GALEXASC J031834.92-665237.0  | 49.64553 | -66.87695 |UvS||||     | 49.725|0|0|3|0|0|0|0
4947|GALEXASC J031831.06-665223.0  | 49.62942 | -66.87306 |UvS||||     | 49.740|0|0|4|0|0|0|0
4948|GALEXASC J030932.93-665357.6  | 47.38721 | -66.89935 |UvS||||     | 49.740|0|0|3|0|0|0|0
4949|MRSS 054-097672| 50.73929 | -67.60191 |G||||19.3r| 49.745|0|0|0|0|0|0|0
4950|GALEXASC J032254.18-673049.5  | 50.72577 | -67.51377 |UvS||||     | 49.748|0|0|4|0|0|0|0
4951|GALEXASC J030533.15-673710.1  | 46.38815 | -67.61949 |UvS||||     | 49.759|0|0|3|0|0|0|0
4952|GALEXASC J031913.28-665458.5  | 49.80617 | -66.91590 |G||||17.7r| 49.772|0|0|4|0|0|0|0
4953|GALEXASC J031446.85-682513.5  | 48.69523 | -68.42044 |UvS||||     | 49.777|0|0|4|0|0|0|0
4954|GALEXASC J031504.93-664559.3  | 48.77058 | -66.76649 |UvS||||     | 49.780|0|0|4|0|0|0|0
4955|GALEXASC J030553.75-672224.7  | 46.47396 | -67.37354 |UvS||||     | 49.781|0|0|3|0|0|0|0
4956|GALEXASC J031920.53-665526.0  | 49.83612 | -66.92377 |G||||18.0r| 49.794|0|0|4|0|0|0|0
4957|MRSS 054-127349| 48.32138 | -68.41726 |G||||17.9r| 49.798|0|0|0|0|0|0|0
4958|MRSS 054-100653| 50.53221 | -67.24910 |G||||18.8r| 49.798|0|0|0|0|0|0|0
4959|MRSS 082-056763| 47.71893 | -66.82941 |G||||18.7r| 49.806|0|0|0|0|0|0|0
4960|MRSS 082-034645| 49.02107 | -66.78123 |G||||19.7r| 49.811|0|0|0|0|0|0|0
4961|MRSS 054-152006| 46.38807 | -67.64638 |G||||19.7r| 49.812|0|0|0|0|0|0|0
4962|MRSS 082-057268| 47.68863 | -66.83443 |G||||19.2r| 49.812|0|0|0|0|0|0|0
4963|MRSS 083-186423| 49.97275 | -66.96521 |G||||17.1r| 49.813|0|0|0|0|0|0|0
4964|GALEXASC J030553.03-675009.3  | 46.47096 | -67.83593 |UvS||||     | 49.814|0|0|3|0|0|0|0
4965|GALEXASC J032111.36-670554.5  | 50.29734 | -67.09848 |UvS||||     | 49.823|0|0|4|0|0|0|0
4966|PMN J0307-6807| 46.87167 | -68.12417 |RadioS|||| 1.46| 49.826|1|0|1|1|0|0|0
4967|MRSS 054-129543| 48.14466 | -68.40791 |G||||19.8r| 49.836|0|0|0|0|0|0|0
4968|APMUKS(BJ) B031206.69-665739.1| 48.18314 | -66.77486 |G||||19.77| 49.839|0|0|1|1|0|0|0
4969|GALEXASC J031659.34-664818.3  | 49.24582 | -66.80473 |G||||19.73| 49.842|0|0|5|1|0|0|0
4970|MRSS 054-131432| 47.98584 | -68.39445 |G||||18.4r| 49.854|0|0|0|0|0|0|0
4971|GALEXASC J031025.39-682029.2  | 47.60580 | -68.34147 |UvS||||     | 49.855|0|0|3|0|0|0|0
4972|GALEXASC J031842.31-665254.7  | 49.67869 | -66.88174 |G||||18.7r| 49.871|0|0|4|0|0|0|0
4973|GALEXASC J032123.62-670733.8  | 50.35158 | -67.12605 |G||||19.5r| 49.871|0|0|4|0|0|0|0
4974|GALEXASC J031054.58-682143.3  | 47.72744 | -68.36203 |UvS||||     | 49.871|0|0|4|0|0|0|0
4975|GALEXASC J031635.41-682339.4  | 49.14756 | -68.39429 |UvS||||     | 49.877|0|0|4|0|0|0|0
4976|GALEXASC J031142.64-664753.8  | 47.92768 | -66.79830 |UvS||||     | 49.883|0|0|4|0|0|0|0
4977|GALEXASC J031926.59-665548.2  | 49.86375 | -66.92978 |G||||19.5r| 49.886|0|0|4|0|0|0|0
4978|SUMSS J031230-682427| 48.12862 | -68.40775 |RadioS|||| 1.46| 49.897|1|0|2|0|0|0|0
4979|MRSS 083-189415| 49.81141 | -66.91465 |G||||19.7r| 49.904|0|0|0|0|0|0|0
4980|GALEXASC J031101.74-664917.1  | 47.75727 | -66.82144 |UvS||||     | 49.906|0|0|3|0|0|0|0
4981|GALEXASC J031842.60-681840.0  | 49.67796 | -68.31136 |G||||17.6r| 49.908|0|0|4|0|0|0|0
4982|GALEXASC J030559.05-672019.2  | 46.49604 | -67.33867 |UvS||||     | 49.923|0|0|4|0|0|0|0
4983|MRSS 082-045546| 48.38341 | -66.76315 |G||||20.2r| 49.925|0|0|0|0|0|0|0
4984|GALEXASC J032251.29-674508.0  | 50.71373 | -67.75223 |UvS||||     | 49.931|0|0|3|0|0|0|0
4985|GALEXASC J032253.16-672842.4  | 50.72150 | -67.47845 |UvS||||     | 49.933|0|0|3|0|0|0|0
4986|GALEXASC J032218.08-671649.8  | 50.57534 | -67.28052 |UvS||||     | 49.940|0|0|4|0|0|0|0
4987|MRSS 054-101758| 50.38611 | -68.06135 |G||||19.4r| 49.943|0|0|0|0|0|0|0
4988|GALEXASC J031316.21-664555.3  | 48.31758 | -66.76536 |UvS||||     | 49.945|0|0|3|0|0|0|0
4989|GALEXASC J032249.01-674621.9  | 50.70424 | -67.77277 |UvS||||     | 49.951|0|0|4|0|0|0|0
4990|MRSS 054-141430| 47.18209 | -68.24295 |G||||19.1r| 49.954|0|0|0|0|0|0|0
4991|MRSS 054-138487| 47.41953 | -68.30550 |G||||19.9r| 49.956|0|0|0|0|0|0|0
4992|MRSS 054-152257| 46.41020 | -67.46691 |G||||19.3r| 49.957|0|0|0|0|0|0|0
4993|SUMSS J031212-682409| 48.05100 | -68.40258 |RadioS|||| 1.69| 49.966|1|0|2|0|0|0|0
4994|GALEXASC J030614.20-675609.7  | 46.55917 | -67.93603 |UvS||||     | 49.970|0|0|3|0|0|0|0
4995|GALEXASC J032205.72-671408.8  | 50.52387 | -67.23578 |UvS||||     | 49.971|0|0|4|0|0|0|0
4996|GALEXASC J030652.45-680255.6  | 46.71857 | -68.04880 |UvS||||     | 49.971|0|0|4|0|0|0|0
4997|GALEXASC J030531.53-673354.3  | 46.38140 | -67.56510 |UvS||||     | 49.971|0|0|3|0|0|0|0
4998|2MASX J03161129-6646504| 49.04700 | -66.78064 |G||||18.40| 49.978|0|0|14|1|0|2|0
4999|MRSS 054-100559| 50.53887 | -67.24751 |G||||19.5r| 49.978|0|0|0|0|0|0|0
5000|APMUKS(BJ) B031100.17-665909.2| 47.90751 | -66.79889 |G||||20.39| 49.990|0|0|1|1|0|0|0
5001|GALEXASC J030534.70-673011.5  | 46.39462 | -67.50321 |UvS||||     | 49.993|0|0|4|0|0|0|0
5002|GALEXASC J030530.76-673738.3  | 46.37818 | -67.62733 |UvS||||     | 49.996|0|0|4|0|0|0|0
5003|GALEXASC J031805.33-682040.3  | 49.52159 | -68.34433 |G||||19.5r| 50.005|0|0|4|0|0|0|0
5004|MRSS 054-130461| 48.06620 | -68.40462 |G||||17.8r| 50.008|0|0|0|0|0|0|0
5005|GALEXASC J030538.14-674455.0  | 46.40895 | -67.74862 |UvS||||     | 50.010|0|0|4|0|0|0|0
5006|GALEXASC J031620.65-682409.5  | 49.08608 | -68.40265 |UvS||||     | 50.018|0|0|4|0|0|0|0
5007|MRSS 054-105012| 50.12653 | -68.18336 |G||||19.5r| 50.030|0|0|0|0|0|0|0
5008|GALEXASC J031838.57-665227.6  | 49.66072 | -66.87436 |UvS||||     | 50.038|0|0|4|0|0|0|0
5009|2MASX J03153241-6646033| 48.88479 | -66.76764 |G||||18.55| 50.039|0|0|10|1|0|2|0
5010|GALEXASC J031001.89-681934.6  | 47.50788 | -68.32630 |UvS||||     | 50.049|0|0|3|0|0|0|0
5011|MRSS 054-152299| 46.40830 | -67.46207 |G||||19.7r| 50.050|0|0|0|0|0|0|0
5012|MRSS 054-148976| 46.78007 | -67.11851 |G||||19.7r| 50.059|0|0|0|0|0|0|0
5013|SUMSS J031609-682427| 49.03800 | -68.40764 |RadioS|||| 1.36| 50.068|1|0|1|0|0|0|0
5014|MRSS 054-098247| 50.68465 | -67.81449 |G||||18.8r| 50.081|0|0|0|0|0|0|0
5015|GALEXASC J031251.58-682500.0  | 48.21493 | -68.41669 |UvS||||     | 50.082|0|0|3|0|0|0|0
5016|MRSS 054-107402| 49.92894 | -68.25090 |G||||18.8r| 50.090|0|0|0|0|0|0|0
5017|MRSS 054-110601| 49.67529 | -68.31569 |G||||17.9r| 50.102|0|0|0|0|0|0|0
5018|GALEXASC J031318.53-682521.5  | 48.32722 | -68.42266 |UvS||||     | 50.106|0|0|4|0|0|0|0
5019|MRSS 054-098263| 50.70756 | -67.43321 |G||||19.4r| 50.108|0|0|0|0|0|0|0
5020|GALEXASC J030550.14-675016.5  | 46.45893 | -67.83793 |UvS||||     | 50.108|0|0|4|0|0|0|0
5021|GALEXASC J031130.33-664802.8  | 47.87638 | -66.80078 |UvS||||     | 50.109|0|0|4|0|0|0|0
5022|GALEXASC J030641.17-671055.4  | 46.67143 | -67.18198 |G||||20.21| 50.120|0|0|5|1|0|0|0
5023|GALEXASC J032221.08-671705.0  | 50.58881 | -67.28473 |G||||18.5r| 50.130|0|0|4|0|0|0|0
5024|2MASX J03121087-6824186| 48.04525 | -68.40514 |G||||     | 50.145|0|0|13|0|0|2|0
5025|MRSS 054-098473| 50.66625 | -67.84377 |G||||18.8r| 50.148|0|0|0|0|0|0|0
5026|MRSS 082-061067| 47.46800 | -66.87190 |G||||20.2r| 50.156|0|0|0|0|0|0|0
5027|GALEXASC J030822.73-681311.0  | 47.09473 | -68.21973 |UvS||||     | 50.164|0|0|4|0|0|0|0
5028|GALEXASC J031319.51-664539.7  | 48.33132 | -66.76103 |UvS||||     | 50.168|0|0|3|0|0|0|0
5029|MRSS 054-134299| 47.74845 | -68.37054 |G||||18.8r| 50.169|0|0|0|0|0|0|0
5030|GALEXASC J032146.70-680201.3  | 50.44462 | -68.03372 |UvS||||     | 50.170|0|0|4|0|0|0|0
5031|MRSS 054-137410| 47.50858 | -68.32880 |G||||19.3r| 50.172|0|0|0|0|0|0|0
5032|GALEXASC J032119.37-670622.0  | 50.33071 | -67.10613 |UvS||||     | 50.172|0|0|4|0|0|0|0
5033|GALEXASC J031330.20-682529.6  | 48.37704 | -68.42560 |G||||18.0r| 50.175|0|0|4|0|0|0|0
5034|MRSS 054-151996| 46.45641 | -67.37313 |G||||18.8r| 50.177|0|0|0|0|0|0|0
5035|MRSS 054-145838| 46.81839 | -68.10836 |G||||20.1r| 50.177|0|0|0|0|0|0|0
5036|GALEXASC J032233.71-675232.7  | 50.64048 | -67.87578 |UvS||||     | 50.177|0|0|4|0|0|0|0
5037|GALEXASC J031524.39-664548.3  | 48.85166 | -66.76342 |UvS||||     | 50.180|0|0|4|0|0|0|0
5038|GALEXASC J031909.54-681726.0  | 49.78976 | -68.29056 |UvS||||     | 50.181|0|0|4|0|0|0|0
5039|MRSS 082-030125| 49.29165 | -66.80488 |G||||19.3r| 50.182|0|0|0|0|0|0|0
5040|APMUKS(BJ) B031710.64-670032.5| 49.43892 | -66.82763 |G||||20.27| 50.183|0|0|1|1|0|0|0
5041|MRSS 054-101731| 50.38779 | -68.06778 |G||||17.8r| 50.188|0|0|0|0|0|0|0
5042|MRSS 082-056715| 47.71970 | -66.82237 |G||||20.2r| 50.189|0|0|0|0|0|0|0
5043|GALEXASC J032229.19-671851.5  | 50.62166 | -67.31432 |UvS||||     | 50.189|0|0|3|0|0|0|0
5044|GALEXASC J031810.59-682037.2  | 49.54413 | -68.34368 |UvS||||     | 50.191|0|0|4|0|0|0|0
5045|GALEXASC J030819.29-665856.4  | 47.08041 | -66.98235 |UvS||||     | 50.202|0|0|3|0|0|0|0
5046|GALEXASC J030947.80-681901.0  | 47.44918 | -68.31696 |UvS||||     | 50.206|0|0|4|0|0|0|0
5047|GALEXASC J031842.73-665229.8  | 49.67806 | -66.87495 |UvS||||     | 50.214|0|0|3|0|0|0|0
5048|MRSS 054-103806| 50.22495 | -68.14841 |G||||20.0r| 50.225|0|0|0|0|0|0|0
5049|GALEXASC J031930.06-681608.9  | 49.87527 | -68.26916 |UvS||||     | 50.230|0|0|4|0|0|0|0
5050|GALEXASC J031926.21-665516.7  | 49.85924 | -66.92132 |UvS||||     | 50.231|0|0|4|0|0|0|0
5051|MRSS 083-181535| 50.24504 | -67.06210 |G||||19.7r| 50.233|0|0|0|0|0|0|0
5052|GALEXASC J031354.26-664520.3  | 48.47611 | -66.75565 |UvS||||     | 50.239|0|0|3|0|0|0|0
5053|GALEXASC J030528.30-673731.9  | 46.36729 | -67.62506 |G||||19.8r| 50.242|0|0|4|0|0|0|0
5054|GALEXASC J031941.40-681522.2  | 49.92252 | -68.25617 |UvS||||     | 50.250|0|0|4|0|0|0|0
5055|MRSS 083-182300| 50.20593 | -67.04388 |G||||18.4r| 50.256|0|0|0|0|0|0|0
5056|GALEXASC J032112.03-680654.4  | 50.30064 | -68.11488 |G||||18.1r| 50.258|0|0|4|0|0|0|0
5057|GALEXASC J031545.42-682504.9  | 48.93926 | -68.41805 |UvS||||     | 50.258|0|0|4|0|0|0|0
5058|GALEXASC J031634.29-664706.8  | 49.14291 | -66.78525 |UvS||||     | 50.259|0|0|4|0|0|0|0
5059|GALEXASC J030556.79-675247.8  | 46.48718 | -67.87982 |G||||18.0r| 50.261|0|0|4|0|0|0|0
5060|GALEXASC J032214.55-671514.2  | 50.56066 | -67.25395 |UvS||||     | 50.273|0|0|4|0|0|0|0
5061|GALEXASC J030915.38-681710.8  | 47.31408 | -68.28635 |UvS||||     | 50.273|0|0|3|0|0|0|0
5062|GALEXASC J030530.43-674123.8  | 46.37619 | -67.69030 |G||||19.3r| 50.276|0|0|4|0|0|0|0
5063|MRSS 054-132219| 47.92121 | -68.39492 |G||||19.6r| 50.279|0|0|0|0|0|0|0
5064|GALEXASC J032203.17-675929.9  | 50.51323 | -67.99165 |UvS||||     | 50.280|0|0|4|0|0|0|0
5065|GALEXASC J030533.58-674400.0  | 46.38992 | -67.73335 |UvS||||     | 50.290|0|0|4|0|0|0|0
5066|MRSS 083-185867| 50.00281 | -66.96477 |G||||19.3r| 50.292|0|0|0|0|0|0|0
5067|GALEXASC J032144.62-680235.9  | 50.43594 | -68.04331 |UvS||||     | 50.303|0|0|4|0|0|0|0
5068|MRSS 082-050745| 48.07420 | -66.77563 |G||||19.8r| 50.306|0|0|0|0|0|0|0
5069|GALEXASC J031505.44-664527.1  | 48.77268 | -66.75753 |UvS||||     | 50.320|0|0|4|0|0|0|0
5070|1WGA J0312.1-6646| 48.02750 | -66.77972 |XrayS||||     | 50.325|0|0|1|0|0|0|0
5071|GALEXASC J032142.27-680259.5  | 50.42616 | -68.04988 |UvS||||     | 50.325|0|0|4|0|0|0|0
5072|MRSS 082-039234| 48.74892 | -66.75655 |G||||20.0r| 50.329|0|0|0|0|0|0|0
5073|GALEXASC J032111.24-680707.7  | 50.29685 | -68.11883 |UvS||||     | 50.338|0|0|4|0|0|0|0
5074|1WGA J0313.6-6645| 48.40750 | -66.75528 |XrayS||||     | 50.352|0|0|1|0|0|0|0
5075|MRSS 082-044621| 48.43767 | -66.75447 |G||||19.0r| 50.354|0|0|0|0|0|0|0
5076|GALEXASC J031629.45-664652.3  | 49.12273 | -66.78120 |UvS||||     | 50.371|0|0|4|0|0|0|0
5077|MRSS 054-113074| 49.47067 | -68.35999 |G||||19.6r| 50.377|0|0|0|0|0|0|0
5078|MRSS 054-101677| 50.39267 | -68.07085 |G||||18.6r| 50.382|0|0|0|0|0|0|0
5079|GALEXASC J030531.98-674342.7  | 46.38372 | -67.72849 |G||||18.8r| 50.386|0|0|4|0|0|0|0
5080|GALEXASC J031744.76-664926.3  | 49.43778 | -66.82360 |G||||19.29| 50.394|0|0|5|1|0|0|0
5081|MRSS 054-099055| 50.61530 | -67.91215 |G||||18.9r| 50.395|0|0|0|0|0|0|0
5082|MRSS 082-065592| 47.21388 | -66.93401 |G||||19.4r| 50.397|0|0|0|0|0|0|0
5083|MRSS 082-058076| 47.63871 | -66.83257 |G||||19.5r| 50.398|0|0|0|0|0|0|0
5084|GALEXASC J031637.87-664704.0  | 49.15780 | -66.78445 |UvS||||     | 50.399|0|0|4|0|0|0|0
5085|GALEXASC J030600.57-671828.3  | 46.50239 | -67.30789 |UvS||||     | 50.408|0|0|4|0|0|0|0
5086|GALEXASC J031911.78-665404.0  | 49.79909 | -66.90113 |UvS||||     | 50.409|0|0|4|0|0|0|0
5087|GALEXASC J031232.71-664606.9  | 48.13631 | -66.76859 |UvS||||     | 50.413|0|0|3|0|0|0|0
5088|GALEXASC J030535.82-672650.3  | 46.39928 | -67.44732 |UvS||||     | 50.414|0|0|4|0|0|0|0
5089|GALEXASC J032218.22-671539.4  | 50.57596 | -67.26097 |G||||18.1r| 50.422|0|0|4|0|0|0|0
5090|GALEXASC J030534.47-674521.2  | 46.39366 | -67.75592 |UvS||||     | 50.428|0|0|3|0|0|0|0
5091|GALEXASC J032218.79-675653.0  | 50.57796 | -67.94744 |G||||19.4r| 50.437|0|0|4|0|0|0|0
5092|MRSS 054-132656| 47.88620 | -68.39375 |G||||19.7r| 50.444|0|0|0|0|0|0|0
5093|GALEXASC J032241.03-675117.4  | 50.67098 | -67.85486 |UvS||||     | 50.444|0|0|4|0|0|0|0
5094|GALEXASC J031920.14-665435.2  | 49.83396 | -66.90980 |UvS||||     | 50.447|0|0|4|0|0|0|0
5095|GALEXASC J031826.34-682010.5  | 49.60975 | -68.33627 |UvS||||     | 50.465|0|0|4|0|0|0|0
5096|GALEXASC J030902.13-681633.0  | 47.25890 | -68.27586 |UvS||||     | 50.470|0|0|3|0|0|0|0
5097|MRSS 054-151677| 46.39047 | -67.75339 |G||||19.9r| 50.473|0|0|0|0|0|0|0
5098|GALEXASC J032249.34-672410.4  | 50.70561 | -67.40291 |UvS||||     | 50.473|0|0|3|0|0|0|0
5099|GALEXASC J030532.53-674433.5  | 46.38556 | -67.74265 |UvS||||     | 50.475|0|0|3|0|0|0|0
5100|GALEXASC J031556.85-682507.2  | 48.98691 | -68.41868 |UvS||||     | 50.486|0|0|4|0|0|0|0
5101|MRSS 054-101936| 50.36984 | -68.08639 |G||||19.4r| 50.488|0|0|0|0|0|0|0
5102|GALEXASC J031854.49-665252.1  | 49.72706 | -66.88115 |UvS||||     | 50.492|0|0|3|0|0|0|0
5103|GALEXASC J030854.28-665541.2  | 47.22618 | -66.92813 |UvS||||     | 50.501|0|0|4|0|0|0|0
5104|MRSS 054-099513| 50.57531 | -67.95230 |G||||19.1r| 50.502|0|0|0|0|0|0|0
5105|GALEXASC J032049.56-670216.4  | 50.20651 | -67.03791 |UvS||||     | 50.505|0|0|3|0|0|0|0
5106|GALEXASC J030527.55-673139.7  | 46.36482 | -67.52771 |UvS||||     | 50.512|0|0|3|0|0|0|0
5107|MRSS 054-111063| 49.63475 | -68.33218 |G||||19.0r| 50.516|0|0|0|0|0|0|0
5108|MRSS 054-100064| 50.52748 | -67.98997 |G||||18.5r| 50.518|0|0|0|0|0|0|0
5109|GALEXASC J031703.34-682332.6  | 49.26392 | -68.39241 |UvS||||     | 50.521|0|0|3|0|0|0|0
5110|GALEXASC J031547.48-664548.1  | 48.94785 | -66.76338 |UvS||||     | 50.530|0|0|3|0|0|0|0
5111|GALEXASC J032303.84-673210.1  | 50.76604 | -67.53616 |UvS||||     | 50.535|0|0|4|0|0|0|0
5112|MRSS 082-058562| 47.61241 | -66.83472 |G||||18.9r| 50.545|0|0|0|0|0|0|0
5113|GALEXASC J031711.94-664758.5  | 49.29978 | -66.79960 |UvS||||     | 50.545|0|0|4|0|0|0|0
5114|GALEXASC J032305.79-673605.3  | 50.77466 | -67.60163 |G||||17.0r| 50.553|0|0|4|0|0|0|0
5115|GALEXASC J032224.11-675558.5  | 50.60047 | -67.93292 |UvS||||     | 50.555|0|0|3|0|0|0|0
5116|GALEXASC J030525.25-673839.5  | 46.35522 | -67.64431 |UvS||||     | 50.555|0|0|4|0|0|0|0
5117|GALEXASC J031445.66-682601.3  | 48.69025 | -68.43371 |UvS||||     | 50.565|0|0|4|0|0|0|0
5118|GALEXASC J030534.00-674553.5  | 46.39169 | -67.76463 |G||||19.0r| 50.568|0|0|4|0|0|0|0
5119|GALEXASC J032221.09-671555.2  | 50.58790 | -67.26535 |UvS||||     | 50.568|0|0|4|0|0|0|0
5120|GALEXASC J030653.07-670812.5  | 46.72114 | -67.13682 |UvS||||     | 50.570|0|0|4|0|0|0|0
5121|SUMSS J032224-675558| 50.60129 | -67.93297 |RadioS|||| 1.60| 50.573|1|0|2|0|0|0|0
5122|MRSS 082-023218| 49.70952 | -66.87519 |G||||19.5r| 50.581|0|0|0|0|0|0|0
5123|GALEXASC J032119.75-680629.8  | 50.33230 | -68.10829 |UvS||||     | 50.582|0|0|4|0|0|0|0
5124|MRSS 054-111360| 49.61151 | -68.33836 |G||||19.2r| 50.594|0|0|0|0|0|0|0
5125|GALEXASC J030647.28-680321.8  | 46.69696 | -68.05572 |G||||18.9r| 50.603|0|0|4|0|0|0|0
5126|2MASX J03114280-6824053| 47.92838 | -68.40147 |G||||17.2r| 50.609|0|0|9|0|0|2|0
5127|MRSS 054-102632| 50.39068 | -67.12622 |G||||19.2r| 50.615|0|0|0|0|0|0|0
5128|MRSS 082-068311| 47.05506 | -66.98206 |G||||19.8r| 50.618|0|0|0|0|0|0|0
5129|GALEXASC J031355.26-664457.3  | 48.48029 | -66.74928 |UvS||||     | 50.618|0|0|4|0|0|0|0
5130|MRSS 054-097461| 50.74734 | -67.74593 |G||||19.3r| 50.619|0|0|0|0|0|0|0
5131|MRSS 054-097476| 50.74654 | -67.74805 |G||||19.4r| 50.623|0|0|0|0|0|0|0
5132|GALEXASC J032305.76-673922.7  | 50.77402 | -67.65631 |UvS||||     | 50.623|0|0|4|0|0|0|0
5133|SUMSS J031003-665111| 47.51325 | -66.85306 |RadioS|||| 1.58| 50.624|1|0|2|0|0|0|0
5134|GALEXASC J031219.41-682459.2  | 48.08090 | -68.41646 |UvS||||     | 50.628|0|0|3|0|0|0|0
5135|GALEXASC J031806.90-665008.3  | 49.52877 | -66.83565 |UvS||||     | 50.631|0|0|3|0|0|0|0
5136|GALEXASC J030628.02-680020.6  | 46.61676 | -68.00574 |UvS||||     | 50.635|0|0|4|0|0|0|0
5137|GALEXASC J031842.66-665200.0  | 49.67776 | -66.86668 |UvS||||     | 50.638|0|0|3|0|0|0|0
5138|GALEXASC J032000.36-681426.4  | 50.00151 | -68.24069 |UvS||||     | 50.644|0|0|4|0|0|0|0
5139|MRSS 054-099172| 50.60499 | -67.93288 |G||||18.7r| 50.648|0|0|0|0|0|0|0
5140|MRSS 054-120756| 48.85047 | -68.42958 |G||||19.8r| 50.649|0|0|0|0|0|0|0
5141|GALEXASC J030535.64-674703.0  | 46.39850 | -67.78418 |UvS||||     | 50.649|0|0|3|0|0|0|0
5142|GALEXASC J031212.01-682451.8  | 48.05008 | -68.41441 |UvS||||     | 50.661|0|0|3|0|0|0|0
5143|GALEXASC J031841.03-665152.4  | 49.67096 | -66.86458 |UvS||||     | 50.667|0|0|3|0|0|0|0
5144|APMUKS(BJ) B031726.79-670042.3| 49.50565 | -66.83060 |G||||20.37| 50.669|0|0|1|1|0|0|0
5145|GALEXASC J032228.74-675513.0  | 50.61977 | -67.92029 |UvS||||     | 50.669|0|0|3|0|0|0|0
5146|GALEXASC J030843.08-665619.0  | 47.17952 | -66.93864 |UvS||||     | 50.679|0|0|3|0|0|0|0
5147|GALEXASC J032307.17-673531.3  | 50.77988 | -67.59203 |UvS||||     | 50.680|0|0|3|0|0|0|0
5148|GALEXASC J031149.89-664651.3  | 47.95790 | -66.78092 |UvS||||     | 50.681|0|0|3|0|0|0|0
5149|GALEXASC J031244.59-664537.5  | 48.18580 | -66.76043 |UvS||||     | 50.681|0|0|4|0|0|0|0
5150|MRSS 054-101957| 50.36816 | -68.09302 |G||||19.6r| 50.688|0|0|0|0|0|0|0
5151|GALEXASC J032231.86-671807.5  | 50.63276 | -67.30211 |UvS||||     | 50.689|0|0|4|0|0|0|0
5152|GALEXASC J032254.29-674733.7  | 50.72624 | -67.79271 |UvS||||     | 50.690|0|0|4|0|0|0|0
5153|MRSS 082-065981| 47.18999 | -66.93513 |G||||18.5r| 50.691|0|0|0|0|0|0|0
5154|GALEXASC J032112.68-670439.5  | 50.30284 | -67.07765 |UvS||||     | 50.691|0|0|4|0|0|0|0
5155|GALEXASC J032227.95-671709.2  | 50.61647 | -67.28591 |UvS||||     | 50.696|0|0|4|0|0|0|0
5156|GALEXASC J031611.56-682503.8  | 49.04819 | -68.41772 |UvS||||     | 50.708|0|0|3|0|0|0|0
5157|GALEXASC J031956.65-665659.9  | 49.98606 | -66.94998 |UvS||||     | 50.713|0|0|3|0|0|0|0
5158|GALEXASC J030622.82-671254.3  | 46.59511 | -67.21510 |UvS||||     | 50.715|0|0|4|0|0|0|0
5159|GALEXASC J032028.99-681206.6  | 50.12082 | -68.20185 |UvS||||     | 50.723|0|0|4|0|0|0|0
5160|GALEXASC J031911.64-665340.6  | 49.79850 | -66.89462 |UvS||||     | 50.725|0|0|4|0|0|0|0
5161|GALEXASC J031024.40-682125.5  | 47.60170 | -68.35710 |UvS||||     | 50.739|0|0|3|0|0|0|0
