
Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2014-05-16T08:27:14PDT



Main Information Table for Searching NED within 75.000 arcmin of 48.563938, -67.592281



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
598|GALEXASC J031201.71-672519.9  | 48.00716 | -67.42220 |UvS||||     | 16.355|0|0|3|0|0|0|0
599|MRSS 054-132779| 48.05946 | -67.39954 |G||||18.0r| 16.369|0|0|0|0|0|0|0
600|GALEXASC J031124.12-673413.7  | 47.84985 | -67.57135 |G||||17.7r| 16.388|0|0|4|0|0|0|0
601|GALEXASC J031203.15-672506.5  | 48.01315 | -67.41849 |UvS||||     | 16.389|0|0|3|0|0|0|0
602|GALEXASC J031403.47-675154.3  | 48.51448 | -67.86509 |UvS||||     | 16.407|0|0|4|0|0|0|0
603|GALEXASC J031332.30-671941.9  | 48.38460 | -67.32737 |G||||19.3r| 16.421|0|0|4|0|0|0|0
604|MRSS 054-134539| 47.86485 | -67.65640 |G||||17.5r| 16.424|0|0|0|0|0|0|0
605|MRSS 054-119678| 49.02945 | -67.80196 |G||||18.8r| 16.451|0|0|0|0|0|0|0
606|GALEXASC J031148.91-672653.6  | 47.95380 | -67.44823 |UvS||||     | 16.451|0|0|3|0|0|0|0
607|GALEXASC J031126.00-673846.1  | 47.85774 | -67.64634 |G||||19.3r| 16.456|0|0|4|0|0|0|0
608|GALEXASC J031657.52-672954.6  | 49.23968 | -67.49850 |UvS||||     | 16.476|0|0|4|0|0|0|0
609|GALEXASC J031633.88-674529.4  | 49.14120 | -67.75818 |UvS||||     | 16.498|0|0|4|0|0|0|0
610|GALEXASC J031207.99-674646.2  | 48.03325 | -67.77959 |G||||18.6r| 16.506|0|0|4|0|0|0|0
611|GALEXASC J031436.43-675156.5  | 48.65203 | -67.86561 |G||||17.0r| 16.522|0|0|4|0|0|0|0
612|GALEXASC J031246.69-674947.7  | 48.19457 | -67.82992 |UvS||||     | 16.552|0|0|4|0|0|0|0
613|GALEXASC J031705.66-673219.7  | 49.27360 | -67.53883 |UvS||||     | 16.563|0|0|4|0|0|0|0
614|GALEXASC J031701.04-673029.8  | 49.25437 | -67.50828 |UvS||||     | 16.603|0|0|3|0|0|0|0
615|GALEXASC J031349.43-675158.4  | 48.45596 | -67.86622 |UvS||||     | 16.619|0|0|4|0|0|0|0
616|GALEXASC J031429.93-675205.2  | 48.62379 | -67.86843 |G||||17.7r| 16.625|0|0|4|0|0|0|0
617|MRSS 054-133659| 47.92529 | -67.72590 |G||||19.7r| 16.626|0|0|0|0|0|0|0
618|GALEXASC J031646.77-674356.2  | 49.19479 | -67.73206 |G||||18.9r| 16.652|0|0|4|0|0|0|0
619|MRSS 054-117949| 49.20347 | -67.45915 |G||||19.8r| 16.702|0|0|0|0|0|0|0
620|GALEXASC J031422.34-675215.2  | 48.59311 | -67.87090 |UvS||||     | 16.730|0|0|4|0|0|0|0
621|MRSS 054-134574| 47.89274 | -67.48267 |G||||19.0r| 16.734|0|0|0|0|0|0|0
622|GALEXASC J031128.21-673021.9  | 47.86755 | -67.50611 |UvS||||     | 16.773|0|0|4|0|0|0|0
623|GALEXASC J031119.41-673617.7  | 47.83091 | -67.60494 |UvS||||     | 16.778|0|0|4|0|0|0|0
624|MRSS 054-131989| 48.12321 | -67.36930 |G||||18.4r| 16.780|0|0|0|0|0|0|0
625|GALEXASC J031459.25-671915.7  | 48.74690 | -67.32104 |UvS||||     | 16.810|0|0|4|0|0|0|0
626|GALEXASC J031124.25-673944.8  | 47.85108 | -67.66246 |UvS||||     | 16.816|0|0|4|0|0|0|0
627|MRSS 054-130711| 48.23094 | -67.34271 |G||||19.5r| 16.818|0|0|0|0|0|0|0
628|MRSS 054-116799| 49.28276 | -67.53338 |G||||17.9r| 16.836|0|0|0|0|0|0|0
629|GALEXASC J031128.82-672955.9  | 47.87112 | -67.49829 |G||||19.0r| 16.849|0|0|4|0|0|0|0
630|GALEXASC J031651.17-674336.9  | 49.21324 | -67.72693 |UvS||||     | 16.869|0|0|4|0|0|0|0
631|GALEXASC J031545.01-672100.8  | 48.93756 | -67.35023 |UvS||||     | 16.873|0|0|4|0|0|0|0
632|GALEXASC J031624.47-672401.4  | 49.10199 | -67.40040 |UvS||||     | 16.888|0|0|3|0|0|0|0
633|MRSS 054-135057| 47.82975 | -67.62785 |G||||17.9r| 16.915|0|0|0|0|0|0|0
634|MRSS 054-120909| 48.99023 | -67.36243 |G||||18.8r| 16.917|0|0|0|0|0|0|0
635|MRSS 054-127515| 48.48613 | -67.31175 |G||||19.8r| 16.927|0|0|0|0|0|0|0
636|MRSS 054-133212| 48.02338 | -67.40009 |G||||17.9r| 16.943|0|0|0|0|0|0|0
637|MRSS 054-129420| 48.25065 | -67.84869 |G||||19.0r| 16.955|0|0|0|0|0|0|0
638|GALEXASC J031419.24-675229.3  | 48.58020 | -67.87481 |UvS||||     | 16.956|0|0|4|0|0|0|0
639|MRSS 054-121676| 48.92981 | -67.34658 |G||||19.9r| 16.973|0|0|0|0|0|0|0
640|MRSS 054-116447| 49.29971 | -67.63151 |G||||19.0r| 16.978|0|0|0|0|0|0|0
641|MRSS 054-134861| 47.83902 | -67.65513 |G||||19.3r| 16.982|0|0|0|0|0|0|0
642|GALEXASC J031515.52-675132.1  | 48.81470 | -67.85893 |UvS||||     | 16.985|0|0|4|0|0|0|0
643|MRSS 054-119700| 49.02720 | -67.81445 |G||||18.9r| 16.997|0|0|0|0|0|0|0
644|GALEXASC J031135.79-674313.1  | 47.89913 | -67.72031 |UvS||||     | 16.999|0|0|4|0|0|0|0
645|GALEXASC J031329.05-675159.1  | 48.37105 | -67.86642 |UvS||||     | 17.023|0|0|3|0|0|0|0
646|GALEXASC J031126.82-674117.3  | 47.86137 | -67.68813 |G||||19.5r| 17.036|0|0|4|0|0|0|0
647|GALEXASC J031523.03-675121.3  | 48.84598 | -67.85592 |UvS||||     | 17.069|0|0|4|0|0|0|0
648|MRSS 054-126783| 48.45522 | -67.87393 |G||||18.7r| 17.079|0|0|0|0|0|0|0
649|MRSS 054-131542| 48.08187 | -67.81049 |G||||19.3r| 17.084|0|0|0|0|0|0|0
650|GALEXASC J031358.23-675232.6  | 48.49265 | -67.87574 |UvS||||     | 17.084|0|0|3|0|0|0|0
651|GALEXASC J031201.97-672411.1  | 48.00751 | -67.40316 |G||||17.8r| 17.088|0|0|4|0|0|0|0
652|GALEXASC J031204.46-672354.2  | 48.01862 | -67.39840 |UvS||||     | 17.092|0|0|4|0|0|0|0
653|GALEXASC J031115.77-673618.6  | 47.81705 | -67.60387 |G||||19.7r| 17.093|0|0|4|0|0|0|0
654|GALEXASC J031311.93-675132.7  | 48.29973 | -67.85910 |UvS||||     | 17.099|0|0|4|0|0|0|0
655|GALEXASC J031513.17-671920.6  | 48.80488 | -67.32240 |UvS||||     | 17.115|0|0|4|0|0|0|0
656|MRSS 054-122853| 48.75981 | -67.86771 |G||||19.8r| 17.116|0|0|0|0|0|0|0
657|GALEXASC J031538.13-672021.8  | 48.90937 | -67.33955 |G||||17.8r| 17.118|0|0|4|0|0|0|0
658|MRSS 054-134778| 47.84235 | -67.67277 |G||||19.4r| 17.169|0|0|0|0|0|0|0
659|GALEXASC J031143.14-674448.1  | 47.92977 | -67.74672 |UvS||||     | 17.172|0|0|3|0|0|0|0
660|2MASX J03122233-6748576| 48.09313 | -67.81592 |G||||16.7r| 17.173|0|0|13|0|0|2|0
661|GALEXASC J031427.93-671823.3  | 48.61640 | -67.30648 |UvS||||     | 17.190|0|0|4|0|0|0|0
662|MRSS 054-122365| 48.80076 | -67.86488 |G||||20.1r| 17.219|0|0|0|0|0|0|0
663|GALEXASC J031151.90-672507.4  | 47.96629 | -67.41874 |UvS||||     | 17.223|0|0|4|0|0|0|0
664|GALEXASC J031129.20-674229.8  | 47.87297 | -67.70808 |G||||19.7r| 17.228|0|0|4|0|0|0|0
665|MRSS 054-134715| 47.88616 | -67.46737 |G||||18.1r| 17.255|0|0|0|0|0|0|0
666|MRSS 054-117559| 49.19493 | -67.75158 |G||||19.8r| 17.269|0|0|0|0|0|0|0
667|GALEXASC J031543.96-672029.2  | 48.93390 | -67.34174 |G||||18.1r| 17.273|0|0|4|0|0|0|0
668|2MASX J03121023-6723046| 48.04263 | -67.38464 |G||||15.7r| 17.281|0|0|13|0|0|2|0
669|MRSS 054-133603| 47.92659 | -67.74821 |G||||19.5r| 17.281|0|0|0|0|0|0|0
670|GALEXASC J031538.19-672011.8  | 48.90946 | -67.33643 |G||||19.1r| 17.286|0|0|4|0|0|0|0
671|GALEXASC J031716.51-673629.3  | 49.31883 | -67.60816 |UvS||||     | 17.286|0|0|3|0|0|0|0
672|GALEXASC J031115.17-673338.0  | 47.81323 | -67.56058 |UvS||||     | 17.286|0|0|4|0|0|0|0
673|GALEXASC J031133.23-674323.7  | 47.88862 | -67.72311 |G||||19.2r| 17.287|0|0|4|0|0|0|0
674|GALEXASC J031114.10-673651.9  | 47.80995 | -67.61465 |G||||18.4r| 17.289|0|0|4|0|0|0|0
675|MRSS 054-119334| 49.05492 | -67.81307 |G||||19.2r| 17.333|0|0|0|0|0|0|0
676|MRSS 054-126366| 48.48495 | -67.88033 |G||||19.4r| 17.376|0|0|0|0|0|0|0
677|MRSS 054-128607| 48.31316 | -67.86613 |G||||18.5r| 17.393|0|0|0|0|0|0|0
678|GALEXASC J031509.22-675211.6  | 48.78804 | -67.86951 |G||||19.0r| 17.397|0|0|4|0|0|0|0
679|GALEXASC J031214.92-672229.6  | 48.06220 | -67.37490 |UvS||||     | 17.407|0|0|4|0|0|0|0
680|MRSS 054-130831| 48.13732 | -67.83312 |G||||18.7r| 17.408|0|0|0|0|0|0|0
681|GALEXASC J031659.38-672749.7  | 49.24745 | -67.46383 |UvS||||     | 17.468|0|0|4|0|0|0|0
682|MRSS 054-130625| 48.23928 | -67.32842 |G||||19.8r| 17.504|0|0|0|0|0|0|0
683|GALEXASC J031133.79-674357.1  | 47.89080 | -67.73254 |UvS||||     | 17.506|0|0|4|0|0|0|0
684|GALEXASC J031153.32-672428.8  | 47.97220 | -67.40802 |UvS||||     | 17.516|0|0|3|0|0|0|0
685|GALEXASC J031659.49-674335.3  | 49.24790 | -67.72647 |UvS||||     | 17.554|0|0|4|0|0|0|0
686|MRSS 054-134972| 47.82668 | -67.67532 |G||||18.8r| 17.555|0|0|0|0|0|0|0
687|GALEXASC J031227.56-674950.6  | 48.11487 | -67.83075 |UvS||||     | 17.583|0|0|3|0|0|0|0
688|MRSS 054-135662| 47.79576 | -67.57976 |G||||17.6r| 17.590|0|0|0|0|0|0|0
689|2MASX J03122220-6721396| 48.09250 | -67.36092 |G| 44353| 0.147946 |    |17.3b| 17.610|0|0|9|0|1|2|0
690|GALEXASC J031151.24-674639.3  | 47.96350 | -67.77761 |UvS||||     | 17.628|0|0|4|0|0|0|0
691|GALEXASC J031717.43-673839.0  | 49.32360 | -67.64432 |G||||18.2r| 17.634|0|0|4|0|0|0|0
692|MRSS 054-121578| 48.86568 | -67.86380 |G||||19.8r| 17.677|0|0|0|0|0|0|0
693|GALEXASC J031352.73-675305.2  | 48.46972 | -67.88478 |UvS||||     | 17.680|0|0|3|0|0|0|0
694|MRSS 054-121655| 48.85971 | -67.86542 |G||||18.9r| 17.715|0|0|0|0|0|0|0
695|MRSS 054-118270| 49.13637 | -67.79313 |G||||18.8r| 17.753|0|0|0|0|0|0|0
696|GALEXASC J031225.97-674957.2  | 48.10821 | -67.83257 |UvS||||     | 17.760|0|0|4|0|0|0|0
697|GALEXASC J031146.84-674620.6  | 47.94518 | -67.77240 |UvS||||     | 17.764|0|0|4|0|0|0|0
698|GALEXASC J031525.40-671905.3  | 48.85586 | -67.31817 |UvS||||     | 17.765|0|0|3|0|0|0|0
699|MRSS 054-118534| 49.16517 | -67.40581 |G||||19.8r| 17.770|0|0|0|0|0|0|0
700|GALEXASC J031251.56-671940.1  | 48.21486 | -67.32782 |UvS||||     | 17.783|0|0|4|0|0|0|0
701|GALEXASC J031115.62-674029.6  | 47.81511 | -67.67490 |UvS||||     | 17.801|0|0|4|0|0|0|0
702|MRSS 054-135747| 47.78945 | -67.56110 |G||||19.8r| 17.824|0|0|0|0|0|0|0
703|MRSS 054-132090| 48.12044 | -67.34831 |G||||18.6r| 17.839|0|0|0|0|0|0|0
704|GALEXASC J031122.52-672845.7  | 47.84392 | -67.47886 |G||||18.7r| 17.855|0|0|4|0|0|0|0
705|MRSS 054-132434| 48.09114 | -67.35598 |G||||19.1r| 17.864|0|0|0|0|0|0|0
706|GALEXASC J031717.67-673122.4  | 49.32390 | -67.52299 |G||||18.7r| 17.897|0|0|4|0|0|0|0
707|MRSS 054-125563| 48.54825 | -67.89112 |G||||19.3r| 17.934|0|0|0|0|0|0|0
708|GALEXASC J031107.31-673550.0  | 47.77945 | -67.59638 |G||||19.7r| 17.942|0|0|3|0|0|0|0
709|2MASX J03171242-6741458| 49.30167 | -67.69594 |G||||     | 17.948|0|0|9|0|0|2|0
710|GALEXASC J031226.92-675015.3  | 48.11220 | -67.83760 |UvS||||     | 17.953|0|0|3|0|0|0|0
711|GALEXASC J031120.90-674226.9  | 47.83711 | -67.70749 |UvS||||     | 17.966|0|0|4|0|0|0|0
712|MRSS 054-118232| 49.13820 | -67.79813 |G||||19.7r| 17.988|0|0|0|0|0|0|0
713|MRSS 054-116119| 49.31826 | -67.67964 |G||||19.3r| 18.001|0|0|0|0|0|0|0
714|GALEXASC J031159.09-672306.3  | 47.99621 | -67.38510 |UvS||||     | 18.017|0|0|4|0|0|0|0
715|MRSS 054-115786| 49.35189 | -67.61352 |G||||19.5r| 18.059|0|0|0|0|0|0|0
716|MRSS 054-131610| 48.15893 | -67.33420 |G||||18.5r| 18.070|0|0|0|0|0|0|0
717|GALEXASC J031713.11-672915.3  | 49.30463 | -67.48759 |UvS||||     | 18.103|0|0|3|0|0|0|0
718|GALEXASC J031713.85-674155.6  | 49.30773 | -67.69880 |UvS||||     | 18.137|0|0|4|0|0|0|0
719|GALEXASC J031722.40-673902.3  | 49.34337 | -67.65064 |UvS||||     | 18.146|0|0|4|0|0|0|0
720|GALEXASC J031534.65-675203.3  | 48.89441 | -67.86760 |UvS||||     | 18.148|0|0|4|0|0|0|0
721|MRSS 054-133500| 47.93034 | -67.77563 |G||||19.4r| 18.149|0|0|0|0|0|0|0
722|GALEXASC J031203.30-672232.0  | 48.01368 | -67.37501 |G||||19.2r| 18.160|0|0|3|0|0|0|0
723|GALEXASC J031512.89-671813.2  | 48.80371 | -67.30367 |UvS||||     | 18.174|0|0|3|0|0|0|0
724|MRSS 054-132730| 48.07101 | -67.35524 |G||||17.8r| 18.184|0|0|0|0|0|0|0
725|GALEXASC J031617.13-672134.8  | 49.07138 | -67.35969 |UvS||||     | 18.187|0|0|3|0|0|0|0
726|GALEXASC J031635.33-672313.5  | 49.14722 | -67.38709 |UvS||||     | 18.196|0|0|4|0|0|0|0
727|GALEXASC J031314.57-675248.3  | 48.31072 | -67.88009 |UvS||||     | 18.203|0|0|3|0|0|0|0
728|MRSS 054-116438| 49.31750 | -67.49625 |G||||19.6r| 18.206|0|0|0|0|0|0|0
729|GALEXASC J031533.41-671856.1  | 48.88922 | -67.31558 |UvS||||     | 18.210|0|0|4|0|0|0|0
730|GALEXASC J031621.59-672152.3  | 49.08996 | -67.36497 |G||||19.6r| 18.225|0|0|4|0|0|0|0
731|MRSS 054-135941| 47.77992 | -67.53760 |G||||18.7r| 18.250|0|0|0|0|0|0|0
732|MRSS 054-134523| 47.90964 | -67.41911 |G||||18.8r| 18.263|0|0|0|0|0|0|0
733|2MASX J03111041-6730499| 47.79350 | -67.51392 |G||||17.6r| 18.266|1|0|13|0|0|2|0
734|GALEXASC J031651.68-674611.0  | 49.21535 | -67.76972 |UvS||||     | 18.266|0|0|3|0|0|0|0
735|GALEXASC J031126.21-674413.8  | 47.85922 | -67.73718 |UvS||||     | 18.270|0|0|4|0|0|0|0
736|SUMSS J031622-674917| 49.09425 | -67.82164 |RadioS|||| 1.69| 18.305|1|0|2|0|0|0|0
737|GALEXASC J031554.84-671952.7  | 48.97853 | -67.33132 |UvS||||     | 18.332|0|0|3|0|0|0|0
738|GALEXASC J031238.93-671941.9  | 48.16223 | -67.32833 |UvS||||     | 18.335|0|0|4|0|0|0|0
739|GALEXASC J031638.01-674754.6  | 49.15839 | -67.79851 |UvS||||     | 18.340|0|0|3|0|0|0|0
740|GALEXASC J031559.29-675101.7  | 48.99706 | -67.85050 |UvS||||     | 18.360|0|0|3|0|0|0|0
741|MRSS 054-119628| 49.02716 | -67.84341 |G||||19.0r| 18.387|0|0|0|0|0|0|0
742|GALEXASC J031350.28-675347.0  | 48.45951 | -67.89641 |UvS||||     | 18.401|0|0|3|0|0|0|0
743|GALEXASC J031408.83-671708.3  | 48.53681 | -67.28565 |UvS||||     | 18.408|0|0|4|0|0|0|0
744|GALEXASC J031717.85-672931.2  | 49.32438 | -67.49202 |UvS||||     | 18.438|0|0|3|0|0|0|0
745|MRSS 054-119784| 49.08073 | -67.35719 |G||||19.8r| 18.441|0|0|0|0|0|0|0
746|GALEXASC J031725.77-673857.6  | 49.35739 | -67.64935 |UvS||||     | 18.446|0|0|4|0|0|0|0
747|GALEXASC J031409.68-675400.1  | 48.54035 | -67.90003 |UvS||||     | 18.473|0|0|3|0|0|0|0
748|GALEXASC J031101.67-673645.9  | 47.75698 | -67.61278 |UvS||||     | 18.489|0|0|3|0|0|0|0
749|GALEXASC J031729.28-673506.6  | 49.37201 | -67.58519 |UvS||||     | 18.490|0|0|3|0|0|0|0
750|GALEXASC J031729.12-673521.3  | 49.37235 | -67.59031 |G||||19.1r| 18.491|0|0|4|0|0|0|0
751|MRSS 054-121317| 48.96132 | -67.32435 |G||||18.3r| 18.493|0|0|0|0|0|0|0
752|GALEXASC J031101.94-673713.1  | 47.75811 | -67.62033 |UvS||||     | 18.496|0|0|4|0|0|0|0
753|GALEXASC J031217.25-675017.6  | 48.07314 | -67.83813 |G||||19.8r| 18.501|0|0|4|0|0|0|0
754|GALEXASC J031144.27-672400.5  | 47.93353 | -67.40009 |G||||18.9r| 18.508|0|0|4|0|0|0|0
755|MRSS 054-132868| 47.97891 | -67.80647 |G||||18.4r| 18.508|0|0|0|0|0|0|0
756|MRSS 054-116130| 49.31500 | -67.70953 |G||||17.7r| 18.523|0|0|0|0|0|0|0
757|SUMSS J031616-675004| 49.06887 | -67.83458 |RadioS|||| 1.69| 18.530|1|0|2|0|0|0|0
758|2MASX J03110463-6739189| 47.76950 | -67.65528 |G||||17.0r| 18.535|0|0|12|0|0|2|0
759|GALEXASC J031706.19-672638.6  | 49.27580 | -67.44407 |UvS||||     | 18.596|0|0|4|0|0|0|0
760|GALEXASC J031258.07-671828.5  | 48.24196 | -67.30792 |UvS||||     | 18.600|0|0|4|0|0|0|0
761|GALEXASC J031547.49-671910.9  | 48.94826 | -67.31943 |G||||18.5r| 18.605|0|0|4|0|0|0|0
762|GALEXASC J031109.71-674125.1  | 47.79044 | -67.69027 |G||||19.2r| 18.608|0|0|4|0|0|0|0
763|GALEXASC J031101.77-673216.3  | 47.75931 | -67.53719 |G||||18.3r| 18.719|0|0|4|0|0|0|0
764|MRSS 054-136292| 47.74737 | -67.57236 |G||||19.4r| 18.722|0|0|0|0|0|0|0
765|GALEXASC J031644.50-674748.4  | 49.18543 | -67.79678 |UvS||||     | 18.731|0|0|3|0|0|0|0
766|GALEXASC J031640.91-674812.3  | 49.17046 | -67.80344 |UvS||||     | 18.741|0|0|3|0|0|0|0
767|GALEXASC J031623.22-672118.0  | 49.09678 | -67.35502 |UvS||||     | 18.779|0|0|3|0|0|0|0
768|MRSS 054-136339| 47.74918 | -67.55011 |G||||17.9r| 18.822|0|0|0|0|0|0|0
769|GALEXASC J031230.37-675132.4  | 48.12591 | -67.85873 |G||||19.2r| 18.836|0|0|4|0|0|0|0
770|MRSS 054-115322| 49.38929 | -67.59747 |G||||17.4r| 18.877|0|0|0|0|0|0|0
771|MRSS 054-121043| 48.98418 | -67.32203 |G||||19.3r| 18.878|0|0|0|0|0|0|0
772|MRSS 054-132676| 47.99180 | -67.82017 |G||||19.4r| 18.882|0|0|0|0|0|0|0
773|MRSS 054-126386| 48.57635 | -67.27754 |G||||19.2r| 18.887|0|0|0|0|0|0|0
774|GALEXASC J031113.02-674303.7  | 47.80428 | -67.71771 |UvS||||     | 18.892|0|0|4|0|0|0|0
775|MRSS 054-122784| 48.76313 | -67.89811 |G||||20.1r| 18.900|0|0|0|0|0|0|0
776|GALEXASC J031733.50-673640.2  | 49.38962 | -67.61117 |UvS||||     | 18.911|0|0|4|0|0|0|0
777|GALEXASC J031715.91-672745.4  | 49.31630 | -67.46262 |UvS||||     | 18.927|0|0|4|0|0|0|0
778|GALEXASC J031058.64-673822.5  | 47.74437 | -67.63959 |UvS||||     | 18.940|0|0|4|0|0|0|0
779|GALEXASC J031142.95-672326.7  | 47.92898 | -67.39076 |UvS||||     | 18.945|0|0|4|0|0|0|0
780|GALEXASC J031204.33-674952.6  | 48.01770 | -67.83073 |G||||19.0r| 18.953|0|0|4|0|0|0|0
781|GALEXASC J031728.67-674011.4  | 49.36949 | -67.66986 |UvS||||     | 18.974|0|0|3|0|0|0|0
782|GALEXASC J031524.98-675320.5  | 48.85410 | -67.88903 |UvS||||     | 18.987|0|0|3|0|0|0|0
783|MRSS 054-126925| 48.53871 | -67.27580 |G||||18.9r| 18.998|0|0|0|0|0|0|0
784|GALEXASC J031553.41-675207.6  | 48.97255 | -67.86880 |UvS||||     | 19.015|0|0|3|0|0|0|0
785|GALEXASC J031640.44-674839.6  | 49.16850 | -67.81101 |UvS||||     | 19.017|0|0|4|0|0|0|0
786|MRSS 054-125230| 48.66786 | -67.27770 |G||||18.9r| 19.026|0|0|0|0|0|0|0
787|GALEXASC J031703.95-674549.7  | 49.26648 | -67.76382 |UvS||||     | 19.033|0|0|4|0|0|0|0
788|GALEXASC J031732.63-673845.7  | 49.38598 | -67.64604 |UvS||||     | 19.055|0|0|4|0|0|0|0
789|GALEXASC J031732.97-673244.2  | 49.38739 | -67.54563 |UvS||||     | 19.059|0|0|4|0|0|0|0
790|GALEXASC J031354.24-675429.5  | 48.47604 | -67.90820 |UvS||||     | 19.060|0|0|4|0|0|0|0
791|GALEXASC J031255.89-671803.3  | 48.23291 | -67.30092 |UvS||||     | 19.069|0|0|3|0|0|0|0
792|MRSS 054-125218| 48.57202 | -67.91049 |G||||19.1r| 19.094|0|0|0|0|0|0|0
793|MRSS 054-121500| 48.86811 | -67.88912 |G||||19.3r| 19.105|0|0|0|0|0|0|0
794|GALEXASC J031641.20-672228.3  | 49.17169 | -67.37453 |UvS||||     | 19.123|0|0|4|0|0|0|0
795|MRSS 054-136527| 47.72829 | -67.58157 |G||||19.3r| 19.128|0|0|0|0|0|0|0
796|MRSS 054-135578| 47.77584 | -67.70268 |G||||19.4r| 19.164|0|0|0|0|0|0|0
797|MRSS 054-115403| 49.39093 | -67.53962 |G||||18.8r| 19.198|0|0|0|0|0|0|0
798|MRSS 054-116407| 49.32415 | -67.45835 |G||||19.6r| 19.199|0|0|0|0|0|0|0
799|GALEXASC J031613.79-672001.8  | 49.05748 | -67.33385 |UvS||||     | 19.216|0|0|4|0|0|0|0
800|GALEXASC J031305.99-671731.9  | 48.27545 | -67.29172 |G||||20.17| 19.217|0|0|5|1|0|0|0
801|MRSS 054-134180| 47.87271 | -67.77634 |G||||18.1r| 19.234|0|0|0|0|0|0|0
802|MRSS 054-116787| 49.29577 | -67.43534 |G||||18.0r| 19.254|0|0|0|0|0|0|0
803|GALEXASC J031716.64-672707.2  | 49.31934 | -67.45200 |UvS||||     | 19.264|0|0|3|0|0|0|0
804|GALEXASC J031728.88-673004.6  | 49.37036 | -67.50130 |UvS||||     | 19.269|0|0|4|0|0|0|0
805|GALEXASC J031059.80-673042.7  | 47.74920 | -67.51187 |UvS||||     | 19.279|0|0|4|0|0|0|0
806|GALEXASC J031247.35-671810.3  | 48.19732 | -67.30288 |UvS||||     | 19.305|0|0|3|0|0|0|0
807|GALEXASC J031529.84-675330.3  | 48.87244 | -67.89246 |G||||19.0r| 19.327|0|0|4|0|0|0|0
808|MRSS 054-119315| 49.05065 | -67.85644 |G||||18.5r| 19.333|0|0|0|0|0|0|0
809|GALEXASC J031300.98-675332.7  | 48.25409 | -67.89243 |UvS||||     | 19.337|0|0|3|0|0|0|0
810|GALEXASC J031416.93-671611.1  | 48.57097 | -67.26969 |G||||19.3r| 19.356|0|0|4|0|0|0|0
811|GALEXASC J031439.45-675446.2  | 48.66440 | -67.91286 |UvS||||     | 19.369|0|0|3|0|0|0|0
812|MRSS 054-117913| 49.21576 | -67.38741 |G||||18.7r| 19.372|0|0|0|0|0|0|0
813|GALEXASC J031053.98-673247.1  | 47.72494 | -67.54643 |UvS||||     | 19.404|0|0|4|0|0|0|0
814|2MASX J03173298-6730587| 49.38746 | -67.51636 |G||||16.9r| 19.408|0|0|9|0|0|2|0
815|MRSS 054-124743| 48.60588 | -67.91591 |G||||19.7r| 19.441|0|0|0|0|0|0|0
816|GALEXASC J031238.23-675239.9  | 48.16036 | -67.87817 |G||||18.5r| 19.453|0|0|4|0|0|0|0
817|MRSS 054-114956| 49.41651 | -67.60611 |G||||19.2r| 19.512|0|0|0|0|0|0|0
818|GALEXASC J031105.44-674305.4  | 47.77269 | -67.71817 |UvS||||     | 19.566|0|0|3|0|0|0|0
819|GALEXASC J031658.71-672345.5  | 49.24464 | -67.39598 |UvS||||     | 19.574|0|0|4|0|0|0|0
820|GALEXASC J031717.32-674444.2  | 49.32218 | -67.74563 |UvS||||     | 19.582|0|0|4|0|0|0|0
821|GALEXASC J031642.82-672157.9  | 49.17844 | -67.36609 |UvS||||     | 19.586|0|0|3|0|0|0|0
822|GALEXASC J031703.51-674656.5  | 49.26463 | -67.78237 |UvS||||     | 19.618|0|0|3|0|0|0|0
823|MRSS 054-133472| 47.92654 | -67.81248 |G||||19.6r| 19.624|0|0|0|0|0|0|0
824|GALEXASC J031349.44-671603.4  | 48.45604 | -67.26763 |UvS||||     | 19.637|0|0|4|0|0|0|0
825|GALEXASC J031334.53-675449.3  | 48.39391 | -67.91371 |UvS||||     | 19.669|0|0|3|0|0|0|0
826|GALEXASC J031703.23-672411.1  | 49.26346 | -67.40309 |UvS||||     | 19.669|0|0|4|0|0|0|0
827|MRSS 054-123790| 48.77625 | -67.27432 |G||||19.7r| 19.694|0|0|0|0|0|0|0
828|MRSS 054-136580| 47.71214 | -67.64442 |G||||18.2r| 19.710|0|0|0|0|0|0|0
829|GALEXASC J031119.04-672518.4  | 47.82935 | -67.42179 |UvS||||     | 19.722|0|0|4|0|0|0|0
830|MRSS 054-136687| 47.70703 | -67.63212 |G||||18.8r| 19.727|0|0|0|0|0|0|0
831|GALEXASC J031052.22-673147.0  | 47.71762 | -67.52973 |UvS||||     | 19.742|0|0|4|0|0|0|0
832|MRSS 054-136838| 47.71377 | -67.53674 |G||||17.5r| 19.751|0|0|0|0|0|0|0
833|GALEXASC J031524.20-671654.4  | 48.85086 | -67.28180 |UvS||||     | 19.765|0|0|4|0|0|0|0
834|GALEXASC J031200.95-672031.6  | 48.00400 | -67.34213 |UvS||||     | 19.774|0|0|3|0|0|0|0
